BFS_NR,GEBIET_NAME,date,population,Name,bfs,wikidata_id,check,bool
293,Wädenswil,1992-12-31,21654.0,Wädenswil,293.0,Q69718,1992-12-31---293,False
120,Wald,1992-12-31,8405.0,Wald (ZH),120.0,Q67272,1992-12-31---120,False
69,Wallisellen,1992-12-31,10983.0,Wallisellen,69.0,Q69374,1992-12-31---69,False
200,Wangen-Brüttisellen,1992-12-31,4779.0,Wangen-Brüttisellen,200.0,Q66829,1992-12-31---200,False
70,Wasterkingen,1992-12-31,518.0,Wasterkingen,70.0,Q67882,1992-12-31---70,False
102,Weiach,1992-12-31,781.0,Weiach,102.0,Q70088,1992-12-31---102,False
251,Weiningen,1992-12-31,3638.0,Weiningen (ZH),251.0,Q66093,1992-12-31---251,False
180,Weisslingen,1992-12-31,2568.0,Weisslingen,180.0,Q70375,1992-12-31---180,False
14,Wettswil a.A.,1992-12-31,3482.0,Wettswil am Albis,14.0,Q65934,1992-12-31---14,False
121,Wetzikon,1992-12-31,17140.0,Wetzikon (ZH),121.0,Q68305,1992-12-31---121,False
298,Wiesendangen,1992-12-31,4504.0,Wiesendangen,298.0,Q64853,1992-12-31---298,False
71,Wil,1992-12-31,1209.0,Wil (ZH),71.0,Q67223,1992-12-31---71,False
181,Wila,1992-12-31,1655.0,Wila,181.0,Q66752,1992-12-31---181,False
182,Wildberg,1992-12-31,813.0,Wildberg,182.0,Q67346,1992-12-31---182,False
72,Winkel,1992-12-31,2401.0,Winkel,72.0,Q66588,1992-12-31---72,False
230,Winterthur,1992-12-31,86470.0,Winterthur,230.0,Q9125,1992-12-31---230,False
231,Zell,1992-12-31,4112.0,Zell (ZH),231.0,Q67211,1992-12-31---231,False
161,Zollikon,1992-12-31,11255.0,Zollikon,161.0,Q218691,1992-12-31---161,False
160,Zumikon,1992-12-31,4643.0,Zumikon,160.0,Q66898,1992-12-31---160,False
261,Zürich,1992-12-31,344104.0,Zürich,261.0,Q72,1992-12-31---261,False
21,Adlikon,1991-12-31,521.0,Adlikon,21.0,Q68356,1991-12-31---21,False
131,Adliswil,1991-12-31,15581.0,Adliswil,131.0,Q68210,1991-12-31---131,False
241,Aesch ZH,1991-12-31,991.0,Aesch (ZH),241.0,Q68342,1991-12-31---241,False
1,Aeugst a.A.,1991-12-31,1237.0,Aeugst am Albis,1.0,Q64945,1991-12-31---1,False
2,Affoltern a.A.,1991-12-31,9207.0,Affoltern am Albis,2.0,Q68290,1991-12-31---2,False
211,Altikon,1991-12-31,555.0,Altikon,211.0,Q65929,1991-12-31---211,False
30,Andelfingen,1991-12-31,1576.0,Andelfingen,30.0,Q68423,1991-12-31---30,False
51,Bachenbülach,1991-12-31,2859.0,Bachenbülach,51.0,Q69887,1991-12-31---51,False
81,Bachs,1991-12-31,580.0,Bachs,81.0,Q70273,1991-12-31---81,False
111,Bäretswil,1991-12-31,3811.0,Bäretswil,111.0,Q65868,1991-12-31---111,False
52,Bassersdorf,1991-12-31,6783.0,Bassersdorf,52.0,Q69734,1991-12-31---52,False
297,Bauma,1991-12-31,4261.0,Bauma,297.0,Q67145,1991-12-31---297,False
22,Benken,1991-12-31,641.0,Benken (ZH),22.0,Q70171,1991-12-31---22,False
23,Berg a.I.,1991-12-31,475.0,Berg am Irchel,23.0,Q65781,1991-12-31---23,False
242,Birmensdorf,1991-12-31,4791.0,Birmensdorf (ZH),242.0,Q65282,1991-12-31---242,False
3,Bonstetten,1991-12-31,2725.0,Bonstetten,3.0,Q65510,1991-12-31---3,False
82,Boppelsen,1991-12-31,826.0,Boppelsen,82.0,Q67062,1991-12-31---82,False
213,Brütten,1991-12-31,1496.0,Brütten,213.0,Q65812,1991-12-31---213,False
112,Bubikon,1991-12-31,4579.0,Bubikon,112.0,Q67068,1991-12-31---112,False
24,Buch a.I.,1991-12-31,577.0,Buch am Irchel,24.0,Q68451,1991-12-31---24,False
83,Buchs,1991-12-31,3618.0,Buchs (ZH),83.0,Q67539,1991-12-31---83,False
53,Bülach,1991-12-31,13644.0,Bülach,53.0,Q9093,1991-12-31---53,False
25,Dachsen,1991-12-31,1202.0,Dachsen,25.0,Q67949,1991-12-31---25,False
214,Dägerlen,1991-12-31,708.0,Dägerlen,214.0,Q68437,1991-12-31---214,False
84,Dällikon,1991-12-31,2628.0,Dällikon,84.0,Q66755,1991-12-31---84,False
85,Dänikon,1991-12-31,1257.0,Dänikon,85.0,Q70131,1991-12-31---85,False
215,Dättlikon,1991-12-31,502.0,Dättlikon,215.0,Q70381,1991-12-31---215,False
86,Dielsdorf,1991-12-31,4441.0,Dielsdorf,86.0,Q67951,1991-12-31---86,False
243,Dietikon,1991-12-31,21427.0,Dietikon,243.0,Q64070,1991-12-31---243,False
54,Dietlikon,1991-12-31,5799.0,Dietlikon,54.0,Q65164,1991-12-31---54,False
216,Dinhard,1991-12-31,1238.0,Dinhard,216.0,Q65795,1991-12-31---216,False
26,Dorf,1991-12-31,450.0,Dorf,26.0,Q70283,1991-12-31---26,False
191,Dübendorf,1991-12-31,21040.0,Dübendorf,191.0,Q64082,1991-12-31---191,False
113,Dürnten,1991-12-31,5736.0,Dürnten,113.0,Q67220,1991-12-31---113,False
192,Egg,1991-12-31,6470.0,Egg,192.0,Q64877,1991-12-31---192,False
55,Eglisau,1991-12-31,2636.0,Eglisau,55.0,Q69175,1991-12-31---55,False
294,Elgg,1991-12-31,3755.0,Elgg,294.0,Q67137,1991-12-31---294,False
218,Ellikon a.d.Th.,1991-12-31,622.0,Ellikon an der Thur,218.0,Q65769,1991-12-31---218,False
219,Elsau,1991-12-31,2576.0,Elsau,219.0,Q64832,1991-12-31---219,False
56,Embrach,1991-12-31,6964.0,Embrach,56.0,Q65877,1991-12-31---56,False
151,Erlenbach,1991-12-31,4306.0,Erlenbach (ZH),151.0,Q69203,1991-12-31---151,False
193,Fällanden,1991-12-31,6638.0,Fällanden,193.0,Q64869,1991-12-31---193,False
172,Fehraltorf,1991-12-31,4141.0,Fehraltorf,172.0,Q70369,1991-12-31---172,False
27,Feuerthalen,1991-12-31,2719.0,Feuerthalen,27.0,Q66283,1991-12-31---27,False
114,Fischenthal,1991-12-31,1834.0,Fischenthal,114.0,Q65854,1991-12-31---114,False
28,Flaach,1991-12-31,1017.0,Flaach,28.0,Q70367,1991-12-31---28,False
29,Flurlingen,1991-12-31,1104.0,Flurlingen,29.0,Q66757,1991-12-31---29,False
57,Freienstein-Teufen,1991-12-31,1827.0,Freienstein-Teufen,57.0,Q66964,1991-12-31---57,False
244,Geroldswil,1991-12-31,4591.0,Geroldswil,244.0,Q66660,1991-12-31---244,False
58,Glattfelden,1991-12-31,3285.0,Glattfelden,58.0,Q68399,1991-12-31---58,False
115,Gossau,1991-12-31,7238.0,Gossau (ZH),115.0,Q67525,1991-12-31---115,False
194,Greifensee,1991-12-31,5285.0,Greifensee,194.0,Q64882,1991-12-31---194,False
116,Grüningen,1991-12-31,2630.0,Grüningen,116.0,Q67120,1991-12-31---116,False
220,Hagenbuch,1991-12-31,733.0,Hagenbuch,220.0,Q65926,1991-12-31---220,False
4,Hausen a.A.,1991-12-31,2727.0,Hausen am Albis,4.0,Q65231,1991-12-31---4,False
5,Hedingen,1991-12-31,2225.0,Hedingen,5.0,Q65129,1991-12-31---5,False
31,Henggart,1991-12-31,1246.0,Henggart,31.0,Q68417,1991-12-31---31,False
152,Herrliberg,1991-12-31,4669.0,Herrliberg,152.0,Q69224,1991-12-31---152,False
221,Hettlingen,1991-12-31,1641.0,Hettlingen,221.0,Q64967,1991-12-31---221,False
117,Hinwil,1991-12-31,8351.0,Hinwil,117.0,Q69383,1991-12-31---117,False
173,Hittnau,1991-12-31,2135.0,Hittnau,173.0,Q65841,1991-12-31---173,False
59,Hochfelden,1991-12-31,1130.0,Hochfelden,59.0,Q68410,1991-12-31---59,False
153,Hombrechtikon,1991-12-31,7050.0,Hombrechtikon,153.0,Q69188,1991-12-31---153,False
295,Horgen,1991-12-31,18004.0,Horgen,295.0,Q68286,1991-12-31---295,False
60,Höri,1991-12-31,1901.0,Höri,60.0,Q70377,1991-12-31---60,False
32,Humlikon,1991-12-31,335.0,Humlikon,32.0,Q68447,1991-12-31---32,False
61,Hüntwangen,1991-12-31,713.0,Hüntwangen,61.0,Q69367,1991-12-31---61,False
87,Hüttikon,1991-12-31,416.0,Hüttikon,87.0,Q65671,1991-12-31---87,False
296,Illnau-Effretikon,1991-12-31,14948.0,Illnau-Effretikon,296.0,Q64873,1991-12-31---296,False
6,Kappel a.A.,1991-12-31,771.0,Kappel am Albis,6.0,Q64589,1991-12-31---6,False
135,Kilchberg,1991-12-31,6892.0,Kilchberg (ZH),135.0,Q66633,1991-12-31---135,False
33,Kleinandelfingen,1991-12-31,1433.0,Kleinandelfingen,33.0,Q68413,1991-12-31---33,False
62,Kloten,1991-12-31,15913.0,Kloten,62.0,Q68165,1991-12-31---62,False
7,Knonau,1991-12-31,1093.0,Knonau,7.0,Q66328,1991-12-31---7,False
154,Küsnacht,1991-12-31,12399.0,Küsnacht (ZH),154.0,Q69216,1991-12-31---154,False
136,Langnau a.A.,1991-12-31,6640.0,Langnau am Albis,136.0,Q65347,1991-12-31---136,False
34,Laufen-Uhwiesen,1991-12-31,1367.0,Laufen-Uhwiesen,34.0,Q66336,1991-12-31---34,False
176,Lindau,1991-12-31,3299.0,Lindau,176.0,Q65759,1991-12-31---176,False
63,Lufingen,1991-12-31,992.0,Lufingen,63.0,Q67912,1991-12-31---63,False
155,Männedorf,1991-12-31,7487.0,Männedorf,155.0,Q64627,1991-12-31---155,False
35,Marthalen,1991-12-31,1559.0,Marthalen,35.0,Q67213,1991-12-31---35,False
8,Maschwanden,1991-12-31,496.0,Maschwanden,8.0,Q64977,1991-12-31---8,False
195,Maur,1991-12-31,7170.0,Maur,195.0,Q64857,1991-12-31---195,False
156,Meilen,1991-12-31,10758.0,Meilen,156.0,Q68261,1991-12-31---156,False
9,Mettmenstetten,1991-12-31,2911.0,Mettmenstetten,9.0,Q65547,1991-12-31---9,False
196,Mönchaltorf,1991-12-31,3488.0,Mönchaltorf,196.0,Q66747,1991-12-31---196,False
88,Neerach,1991-12-31,1748.0,Neerach,88.0,Q68395,1991-12-31---88,False
223,Neftenbach,1991-12-31,3977.0,Neftenbach,223.0,Q65040,1991-12-31---223,False
89,Niederglatt,1991-12-31,3354.0,Niederglatt,89.0,Q67920,1991-12-31---89,False
90,Niederhasli,1991-12-31,5945.0,Niederhasli,90.0,Q67042,1991-12-31---90,False
91,Niederweningen,1991-12-31,1607.0,Niederweningen,91.0,Q66411,1991-12-31---91,False
64,Nürensdorf,1991-12-31,3971.0,Nürensdorf,64.0,Q67898,1991-12-31---64,False
65,Oberembrach,1991-12-31,994.0,Oberembrach,65.0,Q65512,1991-12-31---65,False
245,Oberengstringen,1991-12-31,5913.0,Oberengstringen,245.0,Q69963,1991-12-31---245,False
92,Oberglatt,1991-12-31,4284.0,Oberglatt,92.0,Q70022,1991-12-31---92,False
137,Oberrieden,1991-12-31,4425.0,Oberrieden,137.0,Q65528,1991-12-31---137,False
93,Oberweningen,1991-12-31,1189.0,Oberweningen,93.0,Q70264,1991-12-31---93,False
10,Obfelden,1991-12-31,3928.0,Obfelden,10.0,Q65942,1991-12-31---10,False
246,Oetwil a.d.L.,1991-12-31,2023.0,Oetwil an der Limmat,246.0,Q66414,1991-12-31---246,False
157,Oetwil a.S.,1991-12-31,3532.0,Oetwil am See,157.0,Q67354,1991-12-31---157,False
66,Opfikon,1991-12-31,11960.0,Opfikon,66.0,Q64224,1991-12-31---66,False
37,Ossingen,1991-12-31,1152.0,Ossingen,37.0,Q68393,1991-12-31---37,False
94,Otelfingen,1991-12-31,1633.0,Otelfingen,94.0,Q66156,1991-12-31---94,False
11,Ottenbach,1991-12-31,2149.0,Ottenbach,11.0,Q67513,1991-12-31---11,False
177,Pfäffikon,1991-12-31,8905.0,Pfäffikon,177.0,Q68269,1991-12-31---177,False
224,Pfungen,1991-12-31,2287.0,Pfungen,224.0,Q65119,1991-12-31---224,False
67,Rafz,1991-12-31,2670.0,Rafz,67.0,Q66457,1991-12-31---67,False
95,Regensberg,1991-12-31,521.0,Regensberg,95.0,Q70197,1991-12-31---95,False
96,Regensdorf,1991-12-31,13461.0,Regensdorf,96.0,Q64205,1991-12-31---96,False
38,Rheinau,1991-12-31,1245.0,Rheinau,38.0,Q67534,1991-12-31---38,False
138,Richterswil,1991-12-31,9804.0,Richterswil,138.0,Q68227,1991-12-31---138,False
225,Rickenbach,1991-12-31,1924.0,Rickenbach (ZH),225.0,Q68457,1991-12-31---225,False
12,Rifferswil,1991-12-31,679.0,Rifferswil,12.0,Q66598,1991-12-31---12,False
68,Rorbas,1991-12-31,1974.0,Rorbas,68.0,Q67909,1991-12-31---68,False
97,Rümlang,1991-12-31,5274.0,Rümlang,97.0,Q67894,1991-12-31---97,False
139,Rüschlikon,1991-12-31,4578.0,Rüschlikon,139.0,Q66819,1991-12-31---139,False
178,Russikon,1991-12-31,3631.0,Russikon,178.0,Q67957,1991-12-31---178,False
118,Rüti,1991-12-31,10673.0,Rüti (ZH),118.0,Q69752,1991-12-31---118,False
226,Schlatt,1991-12-31,641.0,Schlatt (ZH),226.0,Q68390,1991-12-31---226,False
98,Schleinikon,1991-12-31,574.0,Schleinikon,98.0,Q67884,1991-12-31---98,False
247,Schlieren,1991-12-31,13210.0,Schlieren,247.0,Q69148,1991-12-31---247,False
99,Schöfflisdorf,1991-12-31,1062.0,Schöfflisdorf,99.0,Q70295,1991-12-31---99,False
197,Schwerzenbach,1991-12-31,3711.0,Schwerzenbach,197.0,Q66814,1991-12-31---197,False
119,Seegräben,1991-12-31,1094.0,Seegräben,119.0,Q67310,1991-12-31---119,False
227,Seuzach,1991-12-31,5466.0,Seuzach,227.0,Q65805,1991-12-31---227,False
100,Stadel,1991-12-31,1438.0,Stadel,100.0,Q67907,1991-12-31---100,False
158,Stäfa,1991-12-31,10565.0,Stäfa,158.0,Q69774,1991-12-31---158,False
13,Stallikon,1991-12-31,2150.0,Stallikon,13.0,Q66062,1991-12-31---13,False
292,Stammheim,1991-12-31,2456.0,Stammheim,292.0,Q60322693,1991-12-31---292,False
101,Steinmaur,1991-12-31,2574.0,Steinmaur,101.0,Q67887,1991-12-31---101,False
39,Thalheim a.d.Th.,1991-12-31,533.0,Thalheim an der Thur,39.0,Q65844,1991-12-31---39,False
141,Thalwil,1991-12-31,15526.0,Thalwil,141.0,Q68959,1991-12-31---141,False
40,Trüllikon,1991-12-31,985.0,Trüllikon,40.0,Q67933,1991-12-31---40,False
41,Truttikon,1991-12-31,366.0,Truttikon,41.0,Q70072,1991-12-31---41,False
228,Turbenthal,1991-12-31,3846.0,Turbenthal,228.0,Q65858,1991-12-31---228,False
159,Uetikon a.S.,1991-12-31,3762.0,Uetikon am See,159.0,Q67058,1991-12-31---159,False
248,Uitikon,1991-12-31,3148.0,Uitikon,248.0,Q66678,1991-12-31---248,False
249,Unterengstringen,1991-12-31,2742.0,Unterengstringen,249.0,Q66079,1991-12-31---249,False
250,Urdorf,1991-12-31,8134.0,Urdorf,250.0,Q69109,1991-12-31---250,False
198,Uster,1991-12-31,25012.0,Uster,198.0,Q64032,1991-12-31---198,False
43,Volken,1991-12-31,232.0,Volken,43.0,Q67922,1991-12-31---43,False
199,Volketswil,1991-12-31,12185.0,Volketswil,199.0,Q69754,1991-12-31---199,False
293,Wädenswil,1991-12-31,21811.0,Wädenswil,293.0,Q69718,1991-12-31---293,False
120,Wald,1991-12-31,8288.0,Wald (ZH),120.0,Q67272,1991-12-31---120,False
69,Wallisellen,1991-12-31,11033.0,Wallisellen,69.0,Q69374,1991-12-31---69,False
200,Wangen-Brüttisellen,1991-12-31,4760.0,Wangen-Brüttisellen,200.0,Q66829,1991-12-31---200,False
70,Wasterkingen,1991-12-31,513.0,Wasterkingen,70.0,Q67882,1991-12-31---70,False
102,Weiach,1991-12-31,755.0,Weiach,102.0,Q70088,1991-12-31---102,False
251,Weiningen,1991-12-31,3636.0,Weiningen (ZH),251.0,Q66093,1991-12-31---251,False
180,Weisslingen,1991-12-31,2523.0,Weisslingen,180.0,Q70375,1991-12-31---180,False
14,Wettswil a.A.,1991-12-31,3495.0,Wettswil am Albis,14.0,Q65934,1991-12-31---14,False
121,Wetzikon,1991-12-31,17050.0,Wetzikon (ZH),121.0,Q68305,1991-12-31---121,False
298,Wiesendangen,1991-12-31,4482.0,Wiesendangen,298.0,Q64853,1991-12-31---298,False
71,Wil,1991-12-31,1136.0,Wil (ZH),71.0,Q67223,1991-12-31---71,False
181,Wila,1991-12-31,1613.0,Wila,181.0,Q66752,1991-12-31---181,False
182,Wildberg,1991-12-31,803.0,Wildberg,182.0,Q67346,1991-12-31---182,False
72,Winkel,1991-12-31,2408.0,Winkel,72.0,Q66588,1991-12-31---72,False
230,Winterthur,1991-12-31,87446.0,Winterthur,230.0,Q9125,1991-12-31---230,False
231,Zell,1991-12-31,4167.0,Zell (ZH),231.0,Q67211,1991-12-31---231,False
161,Zollikon,1991-12-31,11511.0,Zollikon,161.0,Q218691,1991-12-31---161,False
160,Zumikon,1991-12-31,4680.0,Zumikon,160.0,Q66898,1991-12-31---160,False
261,Zürich,1991-12-31,350815.0,Zürich,261.0,Q72,1991-12-31---261,False
21,Adlikon,1990-12-31,515.0,Adlikon,21.0,Q68356,1990-12-31---21,False
131,Adliswil,1990-12-31,15542.0,Adliswil,131.0,Q68210,1990-12-31---131,False
241,Aesch ZH,1990-12-31,995.0,Aesch (ZH),241.0,Q68342,1990-12-31---241,False
1,Aeugst a.A.,1990-12-31,1200.0,Aeugst am Albis,1.0,Q64945,1990-12-31---1,False
2,Affoltern a.A.,1990-12-31,9119.0,Affoltern am Albis,2.0,Q68290,1990-12-31---2,False
211,Altikon,1990-12-31,554.0,Altikon,211.0,Q65929,1990-12-31---211,False
30,Andelfingen,1990-12-31,1566.0,Andelfingen,30.0,Q68423,1990-12-31---30,False
51,Bachenbülach,1990-12-31,2900.0,Bachenbülach,51.0,Q69887,1990-12-31---51,False
81,Bachs,1990-12-31,575.0,Bachs,81.0,Q70273,1990-12-31---81,False
111,Bäretswil,1990-12-31,3739.0,Bäretswil,111.0,Q65868,1990-12-31---111,False
52,Bassersdorf,1990-12-31,6702.0,Bassersdorf,52.0,Q69734,1990-12-31---52,False
297,Bauma,1990-12-31,4155.0,Bauma,297.0,Q67145,1990-12-31---297,False
22,Benken,1990-12-31,617.0,Benken (ZH),22.0,Q70171,1990-12-31---22,False
23,Berg a.I.,1990-12-31,474.0,Berg am Irchel,23.0,Q65781,1990-12-31---23,False
242,Birmensdorf,1990-12-31,4782.0,Birmensdorf (ZH),242.0,Q65282,1990-12-31---242,False
3,Bonstetten,1990-12-31,2738.0,Bonstetten,3.0,Q65510,1990-12-31---3,False
82,Boppelsen,1990-12-31,823.0,Boppelsen,82.0,Q67062,1990-12-31---82,False
213,Brütten,1990-12-31,1483.0,Brütten,213.0,Q65812,1990-12-31---213,False
112,Bubikon,1990-12-31,4532.0,Bubikon,112.0,Q67068,1990-12-31---112,False
24,Buch a.I.,1990-12-31,565.0,Buch am Irchel,24.0,Q68451,1990-12-31---24,False
83,Buchs,1990-12-31,3503.0,Buchs (ZH),83.0,Q67539,1990-12-31---83,False
53,Bülach,1990-12-31,13445.0,Bülach,53.0,Q9093,1990-12-31---53,False
25,Dachsen,1990-12-31,1190.0,Dachsen,25.0,Q67949,1990-12-31---25,False
214,Dägerlen,1990-12-31,696.0,Dägerlen,214.0,Q68437,1990-12-31---214,False
84,Dällikon,1990-12-31,2567.0,Dällikon,84.0,Q66755,1990-12-31---84,False
85,Dänikon,1990-12-31,1171.0,Dänikon,85.0,Q70131,1990-12-31---85,False
215,Dättlikon,1990-12-31,490.0,Dättlikon,215.0,Q70381,1990-12-31---215,False
86,Dielsdorf,1990-12-31,4350.0,Dielsdorf,86.0,Q67951,1990-12-31---86,False
243,Dietikon,1990-12-31,21130.0,Dietikon,243.0,Q64070,1990-12-31---243,False
54,Dietlikon,1990-12-31,5780.0,Dietlikon,54.0,Q65164,1990-12-31---54,False
216,Dinhard,1990-12-31,1248.0,Dinhard,216.0,Q65795,1990-12-31---216,False
26,Dorf,1990-12-31,430.0,Dorf,26.0,Q70283,1990-12-31---26,False
191,Dübendorf,1990-12-31,20971.0,Dübendorf,191.0,Q64082,1990-12-31---191,False
113,Dürnten,1990-12-31,5625.0,Dürnten,113.0,Q67220,1990-12-31---113,False
192,Egg,1990-12-31,6444.0,Egg,192.0,Q64877,1990-12-31---192,False
55,Eglisau,1990-12-31,2639.0,Eglisau,55.0,Q69175,1990-12-31---55,False
294,Elgg,1990-12-31,3709.0,Elgg,294.0,Q67137,1990-12-31---294,False
218,Ellikon a.d.Th.,1990-12-31,606.0,Ellikon an der Thur,218.0,Q65769,1990-12-31---218,False
219,Elsau,1990-12-31,2580.0,Elsau,219.0,Q64832,1990-12-31---219,False
56,Embrach,1990-12-31,6851.0,Embrach,56.0,Q65877,1990-12-31---56,False
151,Erlenbach,1990-12-31,4257.0,Erlenbach (ZH),151.0,Q69203,1990-12-31---151,False
193,Fällanden,1990-12-31,6598.0,Fällanden,193.0,Q64869,1990-12-31---193,False
172,Fehraltorf,1990-12-31,4028.0,Fehraltorf,172.0,Q70369,1990-12-31---172,False
27,Feuerthalen,1990-12-31,2667.0,Feuerthalen,27.0,Q66283,1990-12-31---27,False
114,Fischenthal,1990-12-31,1769.0,Fischenthal,114.0,Q65854,1990-12-31---114,False
28,Flaach,1990-12-31,993.0,Flaach,28.0,Q70367,1990-12-31---28,False
29,Flurlingen,1990-12-31,1116.0,Flurlingen,29.0,Q66757,1990-12-31---29,False
57,Freienstein-Teufen,1990-12-31,1797.0,Freienstein-Teufen,57.0,Q66964,1990-12-31---57,False
244,Geroldswil,1990-12-31,4557.0,Geroldswil,244.0,Q66660,1990-12-31---244,False
58,Glattfelden,1990-12-31,3276.0,Glattfelden,58.0,Q68399,1990-12-31---58,False
115,Gossau,1990-12-31,7271.0,Gossau (ZH),115.0,Q67525,1990-12-31---115,False
194,Greifensee,1990-12-31,5300.0,Greifensee,194.0,Q64882,1990-12-31---194,False
116,Grüningen,1990-12-31,2597.0,Grüningen,116.0,Q67120,1990-12-31---116,False
220,Hagenbuch,1990-12-31,726.0,Hagenbuch,220.0,Q65926,1990-12-31---220,False
4,Hausen a.A.,1990-12-31,2699.0,Hausen am Albis,4.0,Q65231,1990-12-31---4,False
5,Hedingen,1990-12-31,2187.0,Hedingen,5.0,Q65129,1990-12-31---5,False
31,Henggart,1990-12-31,1244.0,Henggart,31.0,Q68417,1990-12-31---31,False
152,Herrliberg,1990-12-31,4577.0,Herrliberg,152.0,Q69224,1990-12-31---152,False
221,Hettlingen,1990-12-31,1630.0,Hettlingen,221.0,Q64967,1990-12-31---221,False
117,Hinwil,1990-12-31,8418.0,Hinwil,117.0,Q69383,1990-12-31---117,False
173,Hittnau,1990-12-31,2078.0,Hittnau,173.0,Q65841,1990-12-31---173,False
59,Hochfelden,1990-12-31,1105.0,Hochfelden,59.0,Q68410,1990-12-31---59,False
153,Hombrechtikon,1990-12-31,6765.0,Hombrechtikon,153.0,Q69188,1990-12-31---153,False
295,Horgen,1990-12-31,18122.0,Horgen,295.0,Q68286,1990-12-31---295,False
60,Höri,1990-12-31,1850.0,Höri,60.0,Q70377,1990-12-31---60,False
32,Humlikon,1990-12-31,321.0,Humlikon,32.0,Q68447,1990-12-31---32,False
61,Hüntwangen,1990-12-31,711.0,Hüntwangen,61.0,Q69367,1990-12-31---61,False
87,Hüttikon,1990-12-31,426.0,Hüttikon,87.0,Q65671,1990-12-31---87,False
296,Illnau-Effretikon,1990-12-31,14828.0,Illnau-Effretikon,296.0,Q64873,1990-12-31---296,False
6,Kappel a.A.,1990-12-31,729.0,Kappel am Albis,6.0,Q64589,1990-12-31---6,False
135,Kilchberg,1990-12-31,6897.0,Kilchberg (ZH),135.0,Q66633,1990-12-31---135,False
33,Kleinandelfingen,1990-12-31,1458.0,Kleinandelfingen,33.0,Q68413,1990-12-31---33,False
62,Kloten,1990-12-31,15722.0,Kloten,62.0,Q68165,1990-12-31---62,False
7,Knonau,1990-12-31,1011.0,Knonau,7.0,Q66328,1990-12-31---7,False
154,Küsnacht,1990-12-31,12413.0,Küsnacht (ZH),154.0,Q69216,1990-12-31---154,False
136,Langnau a.A.,1990-12-31,6571.0,Langnau am Albis,136.0,Q65347,1990-12-31---136,False
34,Laufen-Uhwiesen,1990-12-31,1350.0,Laufen-Uhwiesen,34.0,Q66336,1990-12-31---34,False
176,Lindau,1990-12-31,3280.0,Lindau,176.0,Q65759,1990-12-31---176,False
63,Lufingen,1990-12-31,938.0,Lufingen,63.0,Q67912,1990-12-31---63,False
155,Männedorf,1990-12-31,7406.0,Männedorf,155.0,Q64627,1990-12-31---155,False
35,Marthalen,1990-12-31,1528.0,Marthalen,35.0,Q67213,1990-12-31---35,False
8,Maschwanden,1990-12-31,504.0,Maschwanden,8.0,Q64977,1990-12-31---8,False
195,Maur,1990-12-31,7107.0,Maur,195.0,Q64857,1990-12-31---195,False
156,Meilen,1990-12-31,10780.0,Meilen,156.0,Q68261,1990-12-31---156,False
9,Mettmenstetten,1990-12-31,2874.0,Mettmenstetten,9.0,Q65547,1990-12-31---9,False
196,Mönchaltorf,1990-12-31,3479.0,Mönchaltorf,196.0,Q66747,1990-12-31---196,False
88,Neerach,1990-12-31,1765.0,Neerach,88.0,Q68395,1990-12-31---88,False
223,Neftenbach,1990-12-31,3808.0,Neftenbach,223.0,Q65040,1990-12-31---223,False
89,Niederglatt,1990-12-31,3379.0,Niederglatt,89.0,Q67920,1990-12-31---89,False
90,Niederhasli,1990-12-31,5840.0,Niederhasli,90.0,Q67042,1990-12-31---90,False
91,Niederweningen,1990-12-31,1587.0,Niederweningen,91.0,Q66411,1990-12-31---91,False
64,Nürensdorf,1990-12-31,3981.0,Nürensdorf,64.0,Q67898,1990-12-31---64,False
65,Oberembrach,1990-12-31,965.0,Oberembrach,65.0,Q65512,1990-12-31---65,False
245,Oberengstringen,1990-12-31,5849.0,Oberengstringen,245.0,Q69963,1990-12-31---245,False
92,Oberglatt,1990-12-31,4177.0,Oberglatt,92.0,Q70022,1990-12-31---92,False
137,Oberrieden,1990-12-31,4417.0,Oberrieden,137.0,Q65528,1990-12-31---137,False
93,Oberweningen,1990-12-31,1160.0,Oberweningen,93.0,Q70264,1990-12-31---93,False
10,Obfelden,1990-12-31,3862.0,Obfelden,10.0,Q65942,1990-12-31---10,False
246,Oetwil a.d.L.,1990-12-31,2048.0,Oetwil an der Limmat,246.0,Q66414,1990-12-31---246,False
157,Oetwil a.S.,1990-12-31,3491.0,Oetwil am See,157.0,Q67354,1990-12-31---157,False
66,Opfikon,1990-12-31,11624.0,Opfikon,66.0,Q64224,1990-12-31---66,False
37,Ossingen,1990-12-31,1136.0,Ossingen,37.0,Q68393,1990-12-31---37,False
94,Otelfingen,1990-12-31,1610.0,Otelfingen,94.0,Q66156,1990-12-31---94,False
11,Ottenbach,1990-12-31,2050.0,Ottenbach,11.0,Q67513,1990-12-31---11,False
177,Pfäffikon,1990-12-31,8898.0,Pfäffikon,177.0,Q68269,1990-12-31---177,False
224,Pfungen,1990-12-31,2268.0,Pfungen,224.0,Q65119,1990-12-31---224,False
67,Rafz,1990-12-31,2592.0,Rafz,67.0,Q66457,1990-12-31---67,False
95,Regensberg,1990-12-31,525.0,Regensberg,95.0,Q70197,1990-12-31---95,False
96,Regensdorf,1990-12-31,13263.0,Regensdorf,96.0,Q64205,1990-12-31---96,False
38,Rheinau,1990-12-31,1237.0,Rheinau,38.0,Q67534,1990-12-31---38,False
