BFS_NR,GEBIET_NAME,date,population,Name,bfs,wikidata_id,check,bool
70,Wasterkingen,2003-12-31,583.0,Wasterkingen,70.0,Q67882,2003-12-31---70,False
102,Weiach,2003-12-31,971.0,Weiach,102.0,Q70088,2003-12-31---102,False
251,Weiningen,2003-12-31,3917.0,Weiningen (ZH),251.0,Q66093,2003-12-31---251,False
180,Weisslingen,2003-12-31,2871.0,Weisslingen,180.0,Q70375,2003-12-31---180,False
14,Wettswil a.A.,2003-12-31,4043.0,Wettswil am Albis,14.0,Q65934,2003-12-31---14,False
121,Wetzikon,2003-12-31,18921.0,Wetzikon (ZH),121.0,Q68305,2003-12-31---121,False
298,Wiesendangen,2003-12-31,5170.0,Wiesendangen,298.0,Q64853,2003-12-31---298,False
71,Wil,2003-12-31,1274.0,Wil (ZH),71.0,Q67223,2003-12-31---71,False
181,Wila,2003-12-31,1824.0,Wila,181.0,Q66752,2003-12-31---181,False
182,Wildberg,2003-12-31,920.0,Wildberg,182.0,Q67346,2003-12-31---182,False
72,Winkel,2003-12-31,3549.0,Winkel,72.0,Q66588,2003-12-31---72,False
230,Winterthur,2003-12-31,90904.0,Winterthur,230.0,Q9125,2003-12-31---230,False
231,Zell,2003-12-31,4765.0,Zell (ZH),231.0,Q67211,2003-12-31---231,False
161,Zollikon,2003-12-31,11941.0,Zollikon,161.0,Q218691,2003-12-31---161,False
160,Zumikon,2003-12-31,4711.0,Zumikon,160.0,Q66898,2003-12-31---160,False
261,Zürich,2003-12-31,340402.0,Zürich,261.0,Q72,2003-12-31---261,False
21,Adlikon,2002-12-31,599.0,Adlikon,21.0,Q68356,2002-12-31---21,False
131,Adliswil,2002-12-31,15896.0,Adliswil,131.0,Q68210,2002-12-31---131,False
241,Aesch ZH,2002-12-31,978.0,Aesch (ZH),241.0,Q68342,2002-12-31---241,False
1,Aeugst a.A.,2002-12-31,1490.0,Aeugst am Albis,1.0,Q64945,2002-12-31---1,False
2,Affoltern a.A.,2002-12-31,10126.0,Affoltern am Albis,2.0,Q68290,2002-12-31---2,False
211,Altikon,2002-12-31,625.0,Altikon,211.0,Q65929,2002-12-31---211,False
30,Andelfingen,2002-12-31,1653.0,Andelfingen,30.0,Q68423,2002-12-31---30,False
51,Bachenbülach,2002-12-31,3319.0,Bachenbülach,51.0,Q69887,2002-12-31---51,False
81,Bachs,2002-12-31,575.0,Bachs,81.0,Q70273,2002-12-31---81,False
111,Bäretswil,2002-12-31,4298.0,Bäretswil,111.0,Q65868,2002-12-31---111,False
52,Bassersdorf,2002-12-31,8379.0,Bassersdorf,52.0,Q69734,2002-12-31---52,False
297,Bauma,2002-12-31,4582.0,Bauma,297.0,Q67145,2002-12-31---297,False
22,Benken,2002-12-31,732.0,Benken (ZH),22.0,Q70171,2002-12-31---22,False
23,Berg a.I.,2002-12-31,585.0,Berg am Irchel,23.0,Q65781,2002-12-31---23,False
242,Birmensdorf,2002-12-31,5519.0,Birmensdorf (ZH),242.0,Q65282,2002-12-31---242,False
3,Bonstetten,2002-12-31,4087.0,Bonstetten,3.0,Q65510,2002-12-31---3,False
82,Boppelsen,2002-12-31,1099.0,Boppelsen,82.0,Q67062,2002-12-31---82,False
213,Brütten,2002-12-31,1859.0,Brütten,213.0,Q65812,2002-12-31---213,False
112,Bubikon,2002-12-31,5574.0,Bubikon,112.0,Q67068,2002-12-31---112,False
24,Buch a.I.,2002-12-31,760.0,Buch am Irchel,24.0,Q68451,2002-12-31---24,False
83,Buchs,2002-12-31,4247.0,Buchs (ZH),83.0,Q67539,2002-12-31---83,False
53,Bülach,2002-12-31,14155.0,Bülach,53.0,Q9093,2002-12-31---53,False
25,Dachsen,2002-12-31,1624.0,Dachsen,25.0,Q67949,2002-12-31---25,False
214,Dägerlen,2002-12-31,892.0,Dägerlen,214.0,Q68437,2002-12-31---214,False
84,Dällikon,2002-12-31,3343.0,Dällikon,84.0,Q66755,2002-12-31---84,False
85,Dänikon,2002-12-31,1767.0,Dänikon,85.0,Q70131,2002-12-31---85,False
215,Dättlikon,2002-12-31,507.0,Dättlikon,215.0,Q70381,2002-12-31---215,False
86,Dielsdorf,2002-12-31,4706.0,Dielsdorf,86.0,Q67951,2002-12-31---86,False
243,Dietikon,2002-12-31,21619.0,Dietikon,243.0,Q64070,2002-12-31---243,False
54,Dietlikon,2002-12-31,6379.0,Dietlikon,54.0,Q65164,2002-12-31---54,False
216,Dinhard,2002-12-31,1314.0,Dinhard,216.0,Q65795,2002-12-31---216,False
26,Dorf,2002-12-31,603.0,Dorf,26.0,Q70283,2002-12-31---26,False
191,Dübendorf,2002-12-31,22600.0,Dübendorf,191.0,Q64082,2002-12-31---191,False
113,Dürnten,2002-12-31,6090.0,Dürnten,113.0,Q67220,2002-12-31---113,False
192,Egg,2002-12-31,7691.0,Egg,192.0,Q64877,2002-12-31---192,False
55,Eglisau,2002-12-31,3110.0,Eglisau,55.0,Q69175,2002-12-31---55,False
294,Elgg,2002-12-31,4071.0,Elgg,294.0,Q67137,2002-12-31---294,False
218,Ellikon a.d.Th.,2002-12-31,758.0,Ellikon an der Thur,218.0,Q65769,2002-12-31---218,False
219,Elsau,2002-12-31,2994.0,Elsau,219.0,Q64832,2002-12-31---219,False
56,Embrach,2002-12-31,7745.0,Embrach,56.0,Q65877,2002-12-31---56,False
151,Erlenbach,2002-12-31,4887.0,Erlenbach (ZH),151.0,Q69203,2002-12-31---151,False
193,Fällanden,2002-12-31,6643.0,Fällanden,193.0,Q64869,2002-12-31---193,False
172,Fehraltorf,2002-12-31,4684.0,Fehraltorf,172.0,Q70369,2002-12-31---172,False
27,Feuerthalen,2002-12-31,3006.0,Feuerthalen,27.0,Q66283,2002-12-31---27,False
114,Fischenthal,2002-12-31,2023.0,Fischenthal,114.0,Q65854,2002-12-31---114,False
28,Flaach,2002-12-31,1169.0,Flaach,28.0,Q70367,2002-12-31---28,False
29,Flurlingen,2002-12-31,1368.0,Flurlingen,29.0,Q66757,2002-12-31---29,False
57,Freienstein-Teufen,2002-12-31,2155.0,Freienstein-Teufen,57.0,Q66964,2002-12-31---57,False
244,Geroldswil,2002-12-31,4519.0,Geroldswil,244.0,Q66660,2002-12-31---244,False
58,Glattfelden,2002-12-31,3654.0,Glattfelden,58.0,Q68399,2002-12-31---58,False
115,Gossau,2002-12-31,8844.0,Gossau (ZH),115.0,Q67525,2002-12-31---115,False
194,Greifensee,2002-12-31,5219.0,Greifensee,194.0,Q64882,2002-12-31---194,False
116,Grüningen,2002-12-31,2828.0,Grüningen,116.0,Q67120,2002-12-31---116,False
220,Hagenbuch,2002-12-31,1085.0,Hagenbuch,220.0,Q65926,2002-12-31---220,False
4,Hausen a.A.,2002-12-31,3110.0,Hausen am Albis,4.0,Q65231,2002-12-31---4,False
5,Hedingen,2002-12-31,3073.0,Hedingen,5.0,Q65129,2002-12-31---5,False
31,Henggart,2002-12-31,1718.0,Henggart,31.0,Q68417,2002-12-31---31,False
152,Herrliberg,2002-12-31,5723.0,Herrliberg,152.0,Q69224,2002-12-31---152,False
221,Hettlingen,2002-12-31,2776.0,Hettlingen,221.0,Q64967,2002-12-31---221,False
117,Hinwil,2002-12-31,9585.0,Hinwil,117.0,Q69383,2002-12-31---117,False
173,Hittnau,2002-12-31,3031.0,Hittnau,173.0,Q65841,2002-12-31---173,False
59,Hochfelden,2002-12-31,1684.0,Hochfelden,59.0,Q68410,2002-12-31---59,False
153,Hombrechtikon,2002-12-31,7363.0,Hombrechtikon,153.0,Q69188,2002-12-31---153,False
295,Horgen,2002-12-31,19517.0,Horgen,295.0,Q68286,2002-12-31---295,False
60,Höri,2002-12-31,2467.0,Höri,60.0,Q70377,2002-12-31---60,False
32,Humlikon,2002-12-31,430.0,Humlikon,32.0,Q68447,2002-12-31---32,False
61,Hüntwangen,2002-12-31,838.0,Hüntwangen,61.0,Q69367,2002-12-31---61,False
87,Hüttikon,2002-12-31,529.0,Hüttikon,87.0,Q65671,2002-12-31---87,False
296,Illnau-Effretikon,2002-12-31,15312.0,Illnau-Effretikon,296.0,Q64873,2002-12-31---296,False
6,Kappel a.A.,2002-12-31,875.0,Kappel am Albis,6.0,Q64589,2002-12-31---6,False
135,Kilchberg,2002-12-31,7062.0,Kilchberg (ZH),135.0,Q66633,2002-12-31---135,False
33,Kleinandelfingen,2002-12-31,1786.0,Kleinandelfingen,33.0,Q68413,2002-12-31---33,False
62,Kloten,2002-12-31,16952.0,Kloten,62.0,Q68165,2002-12-31---62,False
7,Knonau,2002-12-31,1497.0,Knonau,7.0,Q66328,2002-12-31---7,False
154,Küsnacht,2002-12-31,12550.0,Küsnacht (ZH),154.0,Q69216,2002-12-31---154,False
136,Langnau a.A.,2002-12-31,6682.0,Langnau am Albis,136.0,Q65347,2002-12-31---136,False
34,Laufen-Uhwiesen,2002-12-31,1398.0,Laufen-Uhwiesen,34.0,Q66336,2002-12-31---34,False
176,Lindau,2002-12-31,4246.0,Lindau,176.0,Q65759,2002-12-31---176,False
63,Lufingen,2002-12-31,1329.0,Lufingen,63.0,Q67912,2002-12-31---63,False
155,Männedorf,2002-12-31,8957.0,Männedorf,155.0,Q64627,2002-12-31---155,False
35,Marthalen,2002-12-31,1796.0,Marthalen,35.0,Q67213,2002-12-31---35,False
8,Maschwanden,2002-12-31,574.0,Maschwanden,8.0,Q64977,2002-12-31---8,False
195,Maur,2002-12-31,9061.0,Maur,195.0,Q64857,2002-12-31---195,False
156,Meilen,2002-12-31,11555.0,Meilen,156.0,Q68261,2002-12-31---156,False
9,Mettmenstetten,2002-12-31,3758.0,Mettmenstetten,9.0,Q65547,2002-12-31---9,False
196,Mönchaltorf,2002-12-31,3168.0,Mönchaltorf,196.0,Q66747,2002-12-31---196,False
88,Neerach,2002-12-31,2511.0,Neerach,88.0,Q68395,2002-12-31---88,False
223,Neftenbach,2002-12-31,4498.0,Neftenbach,223.0,Q65040,2002-12-31---223,False
89,Niederglatt,2002-12-31,3833.0,Niederglatt,89.0,Q67920,2002-12-31---89,False
90,Niederhasli,2002-12-31,7636.0,Niederhasli,90.0,Q67042,2002-12-31---90,False
91,Niederweningen,2002-12-31,2360.0,Niederweningen,91.0,Q66411,2002-12-31---91,False
64,Nürensdorf,2002-12-31,4668.0,Nürensdorf,64.0,Q67898,2002-12-31---64,False
65,Oberembrach,2002-12-31,974.0,Oberembrach,65.0,Q65512,2002-12-31---65,False
245,Oberengstringen,2002-12-31,5972.0,Oberengstringen,245.0,Q69963,2002-12-31---245,False
92,Oberglatt,2002-12-31,5089.0,Oberglatt,92.0,Q70022,2002-12-31---92,False
137,Oberrieden,2002-12-31,4686.0,Oberrieden,137.0,Q65528,2002-12-31---137,False
93,Oberweningen,2002-12-31,1313.0,Oberweningen,93.0,Q70264,2002-12-31---93,False
10,Obfelden,2002-12-31,4230.0,Obfelden,10.0,Q65942,2002-12-31---10,False
246,Oetwil a.d.L.,2002-12-31,2169.0,Oetwil an der Limmat,246.0,Q66414,2002-12-31---246,False
157,Oetwil a.S.,2002-12-31,4133.0,Oetwil am See,157.0,Q67354,2002-12-31---157,False
66,Opfikon,2002-12-31,12316.0,Opfikon,66.0,Q64224,2002-12-31---66,False
37,Ossingen,2002-12-31,1270.0,Ossingen,37.0,Q68393,2002-12-31---37,False
94,Otelfingen,2002-12-31,1964.0,Otelfingen,94.0,Q66156,2002-12-31---94,False
11,Ottenbach,2002-12-31,2226.0,Ottenbach,11.0,Q67513,2002-12-31---11,False
177,Pfäffikon,2002-12-31,9708.0,Pfäffikon,177.0,Q68269,2002-12-31---177,False
224,Pfungen,2002-12-31,2666.0,Pfungen,224.0,Q65119,2002-12-31---224,False
67,Rafz,2002-12-31,3432.0,Rafz,67.0,Q66457,2002-12-31---67,False
95,Regensberg,2002-12-31,441.0,Regensberg,95.0,Q70197,2002-12-31---95,False
96,Regensdorf,2002-12-31,15183.0,Regensdorf,96.0,Q64205,2002-12-31---96,False
38,Rheinau,2002-12-31,1315.0,Rheinau,38.0,Q67534,2002-12-31---38,False
138,Richterswil,2002-12-31,10821.0,Richterswil,138.0,Q68227,2002-12-31---138,False
225,Rickenbach,2002-12-31,2418.0,Rickenbach (ZH),225.0,Q68457,2002-12-31---225,False
12,Rifferswil,2002-12-31,791.0,Rifferswil,12.0,Q66598,2002-12-31---12,False
68,Rorbas,2002-12-31,2216.0,Rorbas,68.0,Q67909,2002-12-31---68,False
97,Rümlang,2002-12-31,5810.0,Rümlang,97.0,Q67894,2002-12-31---97,False
139,Rüschlikon,2002-12-31,4963.0,Rüschlikon,139.0,Q66819,2002-12-31---139,False
178,Russikon,2002-12-31,3905.0,Russikon,178.0,Q67957,2002-12-31---178,False
118,Rüti,2002-12-31,11018.0,Rüti (ZH),118.0,Q69752,2002-12-31---118,False
226,Schlatt,2002-12-31,626.0,Schlatt (ZH),226.0,Q68390,2002-12-31---226,False
98,Schleinikon,2002-12-31,693.0,Schleinikon,98.0,Q67884,2002-12-31---98,False
247,Schlieren,2002-12-31,13250.0,Schlieren,247.0,Q69148,2002-12-31---247,False
99,Schöfflisdorf,2002-12-31,1169.0,Schöfflisdorf,99.0,Q70295,2002-12-31---99,False
197,Schwerzenbach,2002-12-31,4272.0,Schwerzenbach,197.0,Q66814,2002-12-31---197,False
119,Seegräben,2002-12-31,1258.0,Seegräben,119.0,Q67310,2002-12-31---119,False
227,Seuzach,2002-12-31,6591.0,Seuzach,227.0,Q65805,2002-12-31---227,False
100,Stadel,2002-12-31,1746.0,Stadel,100.0,Q67907,2002-12-31---100,False
158,Stäfa,2002-12-31,12018.0,Stäfa,158.0,Q69774,2002-12-31---158,False
13,Stallikon,2002-12-31,2841.0,Stallikon,13.0,Q66062,2002-12-31---13,False
292,Stammheim,2002-12-31,2619.0,Stammheim,292.0,Q60322693,2002-12-31---292,False
101,Steinmaur,2002-12-31,2785.0,Steinmaur,101.0,Q67887,2002-12-31---101,False
39,Thalheim a.d.Th.,2002-12-31,663.0,Thalheim an der Thur,39.0,Q65844,2002-12-31---39,False
141,Thalwil,2002-12-31,15926.0,Thalwil,141.0,Q68959,2002-12-31---141,False
40,Trüllikon,2002-12-31,992.0,Trüllikon,40.0,Q67933,2002-12-31---40,False
41,Truttikon,2002-12-31,447.0,Truttikon,41.0,Q70072,2002-12-31---41,False
228,Turbenthal,2002-12-31,4086.0,Turbenthal,228.0,Q65858,2002-12-31---228,False
159,Uetikon a.S.,2002-12-31,5339.0,Uetikon am See,159.0,Q67058,2002-12-31---159,False
248,Uitikon,2002-12-31,3602.0,Uitikon,248.0,Q66678,2002-12-31---248,False
249,Unterengstringen,2002-12-31,2843.0,Unterengstringen,249.0,Q66079,2002-12-31---249,False
250,Urdorf,2002-12-31,9316.0,Urdorf,250.0,Q69109,2002-12-31---250,False
198,Uster,2002-12-31,28630.0,Uster,198.0,Q64032,2002-12-31---198,False
43,Volken,2002-12-31,273.0,Volken,43.0,Q67922,2002-12-31---43,False
199,Volketswil,2002-12-31,14331.0,Volketswil,199.0,Q69754,2002-12-31---199,False
293,Wädenswil,2002-12-31,21979.0,Wädenswil,293.0,Q69718,2002-12-31---293,False
120,Wald,2002-12-31,8560.0,Wald (ZH),120.0,Q67272,2002-12-31---120,False
69,Wallisellen,2002-12-31,12036.0,Wallisellen,69.0,Q69374,2002-12-31---69,False
200,Wangen-Brüttisellen,2002-12-31,6161.0,Wangen-Brüttisellen,200.0,Q66829,2002-12-31---200,False
70,Wasterkingen,2002-12-31,576.0,Wasterkingen,70.0,Q67882,2002-12-31---70,False
102,Weiach,2002-12-31,1014.0,Weiach,102.0,Q70088,2002-12-31---102,False
251,Weiningen,2002-12-31,3905.0,Weiningen (ZH),251.0,Q66093,2002-12-31---251,False
180,Weisslingen,2002-12-31,2849.0,Weisslingen,180.0,Q70375,2002-12-31---180,False
14,Wettswil a.A.,2002-12-31,4013.0,Wettswil am Albis,14.0,Q65934,2002-12-31---14,False
121,Wetzikon,2002-12-31,18751.0,Wetzikon (ZH),121.0,Q68305,2002-12-31---121,False
298,Wiesendangen,2002-12-31,5093.0,Wiesendangen,298.0,Q64853,2002-12-31---298,False
71,Wil,2002-12-31,1294.0,Wil (ZH),71.0,Q67223,2002-12-31---71,False
181,Wila,2002-12-31,1832.0,Wila,181.0,Q66752,2002-12-31---181,False
182,Wildberg,2002-12-31,925.0,Wildberg,182.0,Q67346,2002-12-31---182,False
72,Winkel,2002-12-31,3470.0,Winkel,72.0,Q66588,2002-12-31---72,False
230,Winterthur,2002-12-31,89960.0,Winterthur,230.0,Q9125,2002-12-31---230,False
231,Zell,2002-12-31,4733.0,Zell (ZH),231.0,Q67211,2002-12-31---231,False
161,Zollikon,2002-12-31,11861.0,Zollikon,161.0,Q218691,2002-12-31---161,False
160,Zumikon,2002-12-31,4707.0,Zumikon,160.0,Q66898,2002-12-31---160,False
261,Zürich,2002-12-31,339914.0,Zürich,261.0,Q72,2002-12-31---261,False
21,Adlikon,2001-12-31,590.0,Adlikon,21.0,Q68356,2001-12-31---21,False
131,Adliswil,2001-12-31,15774.0,Adliswil,131.0,Q68210,2001-12-31---131,False
241,Aesch ZH,2001-12-31,970.0,Aesch (ZH),241.0,Q68342,2001-12-31---241,False
1,Aeugst a.A.,2001-12-31,1502.0,Aeugst am Albis,1.0,Q64945,2001-12-31---1,False
2,Affoltern a.A.,2001-12-31,10035.0,Affoltern am Albis,2.0,Q68290,2001-12-31---2,False
211,Altikon,2001-12-31,635.0,Altikon,211.0,Q65929,2001-12-31---211,False
30,Andelfingen,2001-12-31,1665.0,Andelfingen,30.0,Q68423,2001-12-31---30,False
51,Bachenbülach,2001-12-31,3191.0,Bachenbülach,51.0,Q69887,2001-12-31---51,False
81,Bachs,2001-12-31,587.0,Bachs,81.0,Q70273,2001-12-31---81,False
111,Bäretswil,2001-12-31,4213.0,Bäretswil,111.0,Q65868,2001-12-31---111,False
52,Bassersdorf,2001-12-31,7940.0,Bassersdorf,52.0,Q69734,2001-12-31---52,False
297,Bauma,2001-12-31,4521.0,Bauma,297.0,Q67145,2001-12-31---297,False
22,Benken,2001-12-31,711.0,Benken (ZH),22.0,Q70171,2001-12-31---22,False
23,Berg a.I.,2001-12-31,571.0,Berg am Irchel,23.0,Q65781,2001-12-31---23,False
242,Birmensdorf,2001-12-31,5441.0,Birmensdorf (ZH),242.0,Q65282,2001-12-31---242,False
3,Bonstetten,2001-12-31,3970.0,Bonstetten,3.0,Q65510,2001-12-31---3,False
82,Boppelsen,2001-12-31,1068.0,Boppelsen,82.0,Q67062,2001-12-31---82,False
213,Brütten,2001-12-31,1838.0,Brütten,213.0,Q65812,2001-12-31---213,False
112,Bubikon,2001-12-31,5373.0,Bubikon,112.0,Q67068,2001-12-31---112,False
24,Buch a.I.,2001-12-31,748.0,Buch am Irchel,24.0,Q68451,2001-12-31---24,False
83,Buchs,2001-12-31,4200.0,Buchs (ZH),83.0,Q67539,2001-12-31---83,False
53,Bülach,2001-12-31,13996.0,Bülach,53.0,Q9093,2001-12-31---53,False
25,Dachsen,2001-12-31,1578.0,Dachsen,25.0,Q67949,2001-12-31---25,False
214,Dägerlen,2001-12-31,883.0,Dägerlen,214.0,Q68437,2001-12-31---214,False
84,Dällikon,2001-12-31,3292.0,Dällikon,84.0,Q66755,2001-12-31---84,False
85,Dänikon,2001-12-31,1769.0,Dänikon,85.0,Q70131,2001-12-31---85,False
215,Dättlikon,2001-12-31,523.0,Dättlikon,215.0,Q70381,2001-12-31---215,False
86,Dielsdorf,2001-12-31,4679.0,Dielsdorf,86.0,Q67951,2001-12-31---86,False
243,Dietikon,2001-12-31,21420.0,Dietikon,243.0,Q64070,2001-12-31---243,False
54,Dietlikon,2001-12-31,6101.0,Dietlikon,54.0,Q65164,2001-12-31---54,False
216,Dinhard,2001-12-31,1290.0,Dinhard,216.0,Q65795,2001-12-31---216,False
26,Dorf,2001-12-31,592.0,Dorf,26.0,Q70283,2001-12-31---26,False
191,Dübendorf,2001-12-31,22314.0,Dübendorf,191.0,Q64082,2001-12-31---191,False
113,Dürnten,2001-12-31,6032.0,Dürnten,113.0,Q67220,2001-12-31---113,False
192,Egg,2001-12-31,7400.0,Egg,192.0,Q64877,2001-12-31---192,False
55,Eglisau,2001-12-31,2997.0,Eglisau,55.0,Q69175,2001-12-31---55,False
294,Elgg,2001-12-31,4026.0,Elgg,294.0,Q67137,2001-12-31---294,False
218,Ellikon a.d.Th.,2001-12-31,765.0,Ellikon an der Thur,218.0,Q65769,2001-12-31---218,False
219,Elsau,2001-12-31,2932.0,Elsau,219.0,Q64832,2001-12-31---219,False
56,Embrach,2001-12-31,7522.0,Embrach,56.0,Q65877,2001-12-31---56,False
151,Erlenbach,2001-12-31,4757.0,Erlenbach (ZH),151.0,Q69203,2001-12-31---151,False
193,Fällanden,2001-12-31,6530.0,Fällanden,193.0,Q64869,2001-12-31---193,False
172,Fehraltorf,2001-12-31,4670.0,Fehraltorf,172.0,Q70369,2001-12-31---172,False
27,Feuerthalen,2001-12-31,2919.0,Feuerthalen,27.0,Q66283,2001-12-31---27,False
114,Fischenthal,2001-12-31,1985.0,Fischenthal,114.0,Q65854,2001-12-31---114,False
28,Flaach,2001-12-31,1140.0,Flaach,28.0,Q70367,2001-12-31---28,False
29,Flurlingen,2001-12-31,1312.0,Flurlingen,29.0,Q66757,2001-12-31---29,False
57,Freienstein-Teufen,2001-12-31,2129.0,Freienstein-Teufen,57.0,Q66964,2001-12-31---57,False
244,Geroldswil,2001-12-31,4554.0,Geroldswil,244.0,Q66660,2001-12-31---244,False
58,Glattfelden,2001-12-31,3638.0,Glattfelden,58.0,Q68399,2001-12-31---58,False
115,Gossau,2001-12-31,8787.0,Gossau (ZH),115.0,Q67525,2001-12-31---115,False
194,Greifensee,2001-12-31,5256.0,Greifensee,194.0,Q64882,2001-12-31---194,False
116,Grüningen,2001-12-31,2833.0,Grüningen,116.0,Q67120,2001-12-31---116,False
220,Hagenbuch,2001-12-31,1106.0,Hagenbuch,220.0,Q65926,2001-12-31---220,False
4,Hausen a.A.,2001-12-31,3101.0,Hausen am Albis,4.0,Q65231,2001-12-31---4,False
5,Hedingen,2001-12-31,3070.0,Hedingen,5.0,Q65129,2001-12-31---5,False
31,Henggart,2001-12-31,1673.0,Henggart,31.0,Q68417,2001-12-31---31,False
152,Herrliberg,2001-12-31,5637.0,Herrliberg,152.0,Q69224,2001-12-31---152,False
221,Hettlingen,2001-12-31,2551.0,Hettlingen,221.0,Q64967,2001-12-31---221,False
117,Hinwil,2001-12-31,9285.0,Hinwil,117.0,Q69383,2001-12-31---117,False
173,Hittnau,2001-12-31,3012.0,Hittnau,173.0,Q65841,2001-12-31---173,False
59,Hochfelden,2001-12-31,1670.0,Hochfelden,59.0,Q68410,2001-12-31---59,False
153,Hombrechtikon,2001-12-31,7226.0,Hombrechtikon,153.0,Q69188,2001-12-31---153,False
295,Horgen,2001-12-31,19441.0,Horgen,295.0,Q68286,2001-12-31---295,False
60,Höri,2001-12-31,2370.0,Höri,60.0,Q70377,2001-12-31---60,False
32,Humlikon,2001-12-31,428.0,Humlikon,32.0,Q68447,2001-12-31---32,False
61,Hüntwangen,2001-12-31,794.0,Hüntwangen,61.0,Q69367,2001-12-31---61,False
87,Hüttikon,2001-12-31,530.0,Hüttikon,87.0,Q65671,2001-12-31---87,False
296,Illnau-Effretikon,2001-12-31,15012.0,Illnau-Effretikon,296.0,Q64873,2001-12-31---296,False
6,Kappel a.A.,2001-12-31,878.0,Kappel am Albis,6.0,Q64589,2001-12-31---6,False
135,Kilchberg,2001-12-31,7129.0,Kilchberg (ZH),135.0,Q66633,2001-12-31---135,False
33,Kleinandelfingen,2001-12-31,1800.0,Kleinandelfingen,33.0,Q68413,2001-12-31---33,False
62,Kloten,2001-12-31,16678.0,Kloten,62.0,Q68165,2001-12-31---62,False
7,Knonau,2001-12-31,1479.0,Knonau,7.0,Q66328,2001-12-31---7,False
154,Küsnacht,2001-12-31,12463.0,Küsnacht (ZH),154.0,Q69216,2001-12-31---154,False
136,Langnau a.A.,2001-12-31,6638.0,Langnau am Albis,136.0,Q65347,2001-12-31---136,False
34,Laufen-Uhwiesen,2001-12-31,1403.0,Laufen-Uhwiesen,34.0,Q66336,2001-12-31---34,False
176,Lindau,2001-12-31,4105.0,Lindau,176.0,Q65759,2001-12-31---176,False
63,Lufingen,2001-12-31,1248.0,Lufingen,63.0,Q67912,2001-12-31---63,False
155,Männedorf,2001-12-31,8536.0,Männedorf,155.0,Q64627,2001-12-31---155,False
35,Marthalen,2001-12-31,1783.0,Marthalen,35.0,Q67213,2001-12-31---35,False
8,Maschwanden,2001-12-31,576.0,Maschwanden,8.0,Q64977,2001-12-31---8,False
195,Maur,2001-12-31,8840.0,Maur,195.0,Q64857,2001-12-31---195,False
156,Meilen,2001-12-31,11477.0,Meilen,156.0,Q68261,2001-12-31---156,False
9,Mettmenstetten,2001-12-31,3693.0,Mettmenstetten,9.0,Q65547,2001-12-31---9,False
196,Mönchaltorf,2001-12-31,3165.0,Mönchaltorf,196.0,Q66747,2001-12-31---196,False
88,Neerach,2001-12-31,2464.0,Neerach,88.0,Q68395,2001-12-31---88,False
223,Neftenbach,2001-12-31,4490.0,Neftenbach,223.0,Q65040,2001-12-31---223,False
89,Niederglatt,2001-12-31,3796.0,Niederglatt,89.0,Q67920,2001-12-31---89,False
90,Niederhasli,2001-12-31,7670.0,Niederhasli,90.0,Q67042,2001-12-31---90,False
91,Niederweningen,2001-12-31,2326.0,Niederweningen,91.0,Q66411,2001-12-31---91,False
64,Nürensdorf,2001-12-31,4590.0,Nürensdorf,64.0,Q67898,2001-12-31---64,False
65,Oberembrach,2001-12-31,969.0,Oberembrach,65.0,Q65512,2001-12-31---65,False
245,Oberengstringen,2001-12-31,5922.0,Oberengstringen,245.0,Q69963,2001-12-31---245,False
92,Oberglatt,2001-12-31,5053.0,Oberglatt,92.0,Q70022,2001-12-31---92,False
137,Oberrieden,2001-12-31,4605.0,Oberrieden,137.0,Q65528,2001-12-31---137,False
93,Oberweningen,2001-12-31,1288.0,Oberweningen,93.0,Q70264,2001-12-31---93,False
10,Obfelden,2001-12-31,4216.0,Obfelden,10.0,Q65942,2001-12-31---10,False
246,Oetwil a.d.L.,2001-12-31,2146.0,Oetwil an der Limmat,246.0,Q66414,2001-12-31---246,False
157,Oetwil a.S.,2001-12-31,4184.0,Oetwil am See,157.0,Q67354,2001-12-31---157,False
66,Opfikon,2001-12-31,11969.0,Opfikon,66.0,Q64224,2001-12-31---66,False
37,Ossingen,2001-12-31,1302.0,Ossingen,37.0,Q68393,2001-12-31---37,False
94,Otelfingen,2001-12-31,1948.0,Otelfingen,94.0,Q66156,2001-12-31---94,False
11,Ottenbach,2001-12-31,2225.0,Ottenbach,11.0,Q67513,2001-12-31---11,False
177,Pfäffikon,2001-12-31,9610.0,Pfäffikon,177.0,Q68269,2001-12-31---177,False
224,Pfungen,2001-12-31,2554.0,Pfungen,224.0,Q65119,2001-12-31---224,False
67,Rafz,2001-12-31,3400.0,Rafz,67.0,Q66457,2001-12-31---67,False
95,Regensberg,2001-12-31,438.0,Regensberg,95.0,Q70197,2001-12-31---95,False
96,Regensdorf,2001-12-31,15142.0,Regensdorf,96.0,Q64205,2001-12-31---96,False
38,Rheinau,2001-12-31,1328.0,Rheinau,38.0,Q67534,2001-12-31---38,False
138,Richterswil,2001-12-31,10602.0,Richterswil,138.0,Q68227,2001-12-31---138,False
225,Rickenbach,2001-12-31,2223.0,Rickenbach (ZH),225.0,Q68457,2001-12-31---225,False
12,Rifferswil,2001-12-31,763.0,Rifferswil,12.0,Q66598,2001-12-31---12,False
68,Rorbas,2001-12-31,2241.0,Rorbas,68.0,Q67909,2001-12-31---68,False
